,Art,Movement,artist,Year,nationality,StyleClassLabel,genre
909,the-alpilles-with-olive-trees-in-the-foreground-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,landscape
910,thistles-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
911,peasant-woman-head-9,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
912,peasant-woman-stooping-2-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
913,public-garden-with-vincent-s-house-in-the-background-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
914,field-with-stacks-of-wheat-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
915,peasant-woman-head-1885-4,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
916,field-with-poppies-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
917,driveway(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
918,city-view(1),Realism,Vincent_van_Gogh,,Dutch,Realism,cityscape
919,wooden-sheds-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,landscape
920,woman-pianist-and-a-violinist-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,sketch_and_study
921,three-pairs-of-shoes-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,still_life
922,the-grove-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,landscape
923,sketch-of-a-donkey-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
924,alley-bordered-by-trees-1884(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
925,wheat-stacks-with-reaper-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
926,avenue-in-the-park-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
927,potato-field-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
928,path-to-the-beach-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,sketch_and_study
929,l-arlesienne-portrait-of-madame-ginoux-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,portrait
930,head-of-a-woman-7(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
931,windmills-at-montmartre-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,sketch_and_study
932,women-working-in-wheat-field-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
933,head-of-an-old-peasant-woman-with-white-cap-1884-1,Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
934,portrait-of-patience-escalier-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
935,near-the-hearth-1881,Realism,Vincent_van_Gogh,1881,Dutch,Realism,genre_painting
936,path-between-pine-trees-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,sketch_and_study
937,roadway-with-underpass-the-viaduct-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,landscape
938,people-walking-in-front-of-snow-covered-cottage-2-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
939,coalmine-in-the-borinage-1879(1),Realism,Vincent_van_Gogh,,Dutch,Realism,cityscape
940,a-view-of-paris-with-the-op-1886(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
941,two-peasant-women-digging-in-field-with-snow-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,genre_painting
942,girl-kneeling-by-a-cradle-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
943,sketches-of-a-cottage-and-figures-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
944,peasant-woman-seen-against-the-window-two-heads-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
945,field-and-ploughman-and-mill-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
946,alychamps-autumn-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
947,enclosed-field-with-ploughman-1889-1(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
948,cottages-with-a-woman-working-in-the-foreground-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
949,seated-woman-4-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,sketch_and_study
950,seated-man-with-a-moustache-and-cap-1886,Realism,Vincent_van_Gogh,1886,Dutch,Realism,sketch_and_study
951,three-persons-returning-from-the-potato-field-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,sketch_and_study
952,peasant-woman-picking-up-a-sheaf-of-grain-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
953,autumn-landscape-at-dusk-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
954,barn-with-moss-covered-roof-1881(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
955,moulin-de-la-galette-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,landscape
956,sheaves-of-wheat-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
957,the-seine-with-a-rowing-boat-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,landscape
958,apartment-blocks-and-miscellaneous-studies(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
959,still-life-bottle-lemons-and-oranges-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,still_life
960,view-of-the-sea-at-scheveningen-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,landscape
961,tree-with-ivy-in-the-asylum-garden-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,sketch_and_study
962,basket-of-potatoes-1885-1(1),Realism,Vincent_van_Gogh,,Dutch,Realism,still_life
963,head-of-a-woman-10,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
964,gate-in-the-paris-ramparts-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
965,skull,Post_Impressionism,Vincent_van_Gogh,,Dutch,Expressionism,
973,peasant,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
977,portrait-of-a-man-with-a-skull-cap,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,portrait
978,portrait-of-madame-augustine-roulin-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,portrait
979,the-man-is-at-sea-after-demont-breton-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,genre_painting
980,woman-praying-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,genre_painting
981,girl-carrying-a-loaf-of-bread-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
982,digger-1882-2(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
983,pine-trees-seen-against-the-wall-of-the-asylum-1889-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
984,landscape-with-a-stack-of-peat-and-farmhouses-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,landscape
985,sketch-of-an-eroded-garden-wall-ornament-1890-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
986,rowing-boats-on-the-banks-of-the-oise-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,genre_painting
987,sketch-of-diggers-and-other-figures-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
988,lilacs-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,
989,parsonage-garden-at-dusk-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
990,beach-and-boats-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
991,head-of-a-woman-5(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
992,still-life-vase-with-rose-mallows-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
993,a-vase-of-roses-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
994,peasant-woman-head-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
995,lap-with-hands-and-a-bowl,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
996,the-tarascon-stagecoach-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
997,trees-in-a-field-on-a-sunny-day-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,landscape
998,girl-with-a-shawl-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
999,fishing-boats-at-sea-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1000,girl-with-straw-hat-sitting-in-the-wheat-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1001,a-steamer-with-several-people-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1002,peasant-woman-with-a-child-in-her-lap-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,genre_painting
1003,the-cafe-terrace-on-the-place-du-forum-arles-at-night-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
1004,the-park-at-arles-with-the-entrance-seen-through-the-trees-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
1005,rooftops-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,cityscape
1006,beer-tankards-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,still_life
1007,lane-in-voyer-d-argenson-park-at-asnieres-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,landscape
1008,fortifications-of-paris-with-houses-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1009,view-of-scheveningen-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,cityscape
1010,still-life-with-mackerels-lemons-and-tomatoes-1886,Realism,Vincent_van_Gogh,1886,Dutch,Realism,still_life
1011,sketch-of-a-left-hand-1886,Realism,Vincent_van_Gogh,1886,Dutch,Realism,sketch_and_study
1012,bobbin-winder-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,still_life
1013,woman-with-white-cloth-around-her-head-sitting-on-a-bench-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,portrait
1014,head-of-a-woman-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,portrait
1015,the-bois-de-boulogne-with-people-walking-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,landscape
1016,swift-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,sketch_and_study
1017,sien-s-mother-s-house-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
1018,still-life-with-basket-of-apples-to-lucien-pissarro-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,still_life
1019,sien-nursing-baby-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,genre_painting
1020,the-old-mill-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
1021,vase-with-honesty-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,
1022,head-of-a-young-man-1,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1023,self-portrait-1886,Realism,Vincent_van_Gogh,1886,Dutch,Expressionism,
1035,torso-of-venus-3,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1036,houses-in-auvers-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,landscape
1037,churches-at-petersham-and-turnham-green(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1038,sien-under-umbrella-with-girl-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
1039,pollard-willow-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
1040,bank-of-the-rhone-at-arles-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1041,fishing-in-the-spring-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
1042,scheveningen-woman-sewing-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,genre_painting
1043,peasant-with-sickle-seen-from-the-back-1885-4,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1044,sower-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,genre_painting
1045,postman-joseph-roulin-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,portrait
1046,still-life-vase-with-twelve-sunflowers,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
1047,three-hands-3,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1048,head-of-a-peasant-woman-with-dark-cap-1885-3(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
1049,woman-in-the-cafe-tambourin-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,genre_painting
1050,drawbridge-with-lady-with-parasol-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
1051,the-garden-of-st-paul-s-hospital-at-st-remy-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,cityscape
1052,five-men-and-a-child-in-the-snow-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
1053,peasant-woman-binding-a-sheaf-of-grain-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
1054,still-life-of-paintbrushes-in-a-flowerpot-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,still_life
1055,mower-after-millet-1881,Realism,Vincent_van_Gogh,1881,Dutch,Realism,sketch_and_study
1056,still-life-with-three-birds-nests-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,still_life
1057,carpenter-seen-from-the-back-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1058,terrace-of-a-cafe-on-montmartre-la-guinguette-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,cityscape
1059,head-of-a-man-possibly-theo-van-gogh-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1060,seascape-at-saintes-maries-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,
1061,idol-and-sketches-of-venus,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1062,chestnut-tree-in-blossom-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1063,woman-with-hat-coat-and-pleated-dress-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
1064,avenue-of-poplars-1884(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
1065,basket-of-carnations-and-zinnias-1886(1),Realism,Vincent_van_Gogh,,Dutch,Realism,
1066,three-woodcutters-walking-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,genre_painting
1067,portrait-of-madame-trabuc-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,portrait
1068,landscape-with-the-oise-1890-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1069,skeleton,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1070,vase-with-carnations-1886-1,Realism,Vincent_van_Gogh,,Dutch,Realism,
1071,woman-sewing-1881-1,Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
1072,self-portrait-with-dark-felt-hat-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,
1073,garden-with-flowers-1888-2(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1074,a-house-magros-1879(1),Realism,Vincent_van_Gogh,,Dutch,Realism,cityscape
1075,a-weather-beaten-pine-tree-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1076,man-standing-with-arms-folded-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
1077,sketch-of-a-peasant-working-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
1078,restaurant-de-la-sirene-at-asnieres-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,sketch_and_study
1079,canal-with-bridge-and-women-washing-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
1080,church-in-nuenen-with-one-figure(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
1081,woman-sitting-in-the-grass-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,portrait
1082,cottage-with-trees-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
1083,beach-with-people-walking-and-boats-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
1084,portrait-of-postman-roulin-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,portrait
1085,path-through-a-field-with-willows-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
1086,boy-with-spade(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1087,daubigny-s-garden-1890-1(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1088,the-bridge,Post_Impressionism,Vincent_van_Gogh,,Dutch,Impressionism,cityscape
1097,sien-nursing-baby-half-figure-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
1098,the-garden-with-flowers-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
1099,daubigny-s-garden-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1100,cottages-and-trees-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1101,plaster-torso-of-a-woman-1886,Realism,Vincent_van_Gogh,1886,Dutch,Realism,sketch_and_study
1102,orphan-man-with-top-hat-drinking-coffee-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,genre_painting
1103,girl-in-the-woods-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
1104,flowerpot-with-chives-1887(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,
1105,wheat-field-with-reaper-and-sun-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,landscape
1106,peasant-woman-digging-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
1107,peasant-woman-sitting-with-chin-in-hand-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
1108,sketch-of-a-left-hand-1886-1,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1109,a-lane-of-cypresses-with-a-couple-walking-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1110,mountain-landscape-seen-across-the-walls-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,sketch_and_study
1111,vase-with-flowers,Realism,Vincent_van_Gogh,,Dutch,Realism,still_life
1127,female-nude-standing-1886(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,nude_painting
1128,meadow-in-the-garden-of-saint-paul-hospital-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,landscape
1129,la-crau-seen-from-montmajour-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
1130,the-woodcutter-after-millet-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,genre_painting
1131,a-man-with-a-broom-1881(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
1132,gordina-de-groot-head-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
1133,a-sheet-with-sketches-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,genre_painting
1134,standing-male-nude-seen-from-the-front-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1135,meadows-near-rijswijk-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,landscape
1136,still-life-french-novels-and-rose,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,still_life
1137,sketch-of-a-tree-against-clouds-with-colour-annotations-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
1138,a-public-garden-with-people-walking-in-the-rain-1886(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
1139,woman-with-a-child-on-her-lap-1883,Realism,Vincent_van_Gogh,1883,Dutch,Realism,genre_painting
1140,woman-standing-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
1141,peasant-woman-tossing-hay-seen-from-the-back-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
1142,farmhouse-in-a-wheat-field-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1143,still-life-with-apples-meat-and-a-roll-1886,Realism,Vincent_van_Gogh,1886,Dutch,Realism,still_life
1144,reaper-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
1145,still-life-with-vegetables-and-fruit-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,still_life
1146,orchard-with-arles-in-the-background-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
1147,cafe-terrace-place-du-forum-arles-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
1148,still-life-with-grapes-pears-and-lemons-1887-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,still_life
1149,basket-of-potatoes-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,still_life
1150,two-white-butterflies-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,landscape
1151,a-man-and-a-woman-seen-from-the-back-1886(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1152,parsonage-garden-in-the-snow-with-three-figures-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
1153,child-and-woman-pouring-coffee-1890(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1154,wood-gatherers-in-the-snow-1884,Realism,Vincent_van_Gogh,1884,Dutch,Realism,genre_painting
1155,male-torso-and-study-for-portrait-of-a-woman-with-flowers-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,sketch_and_study
1156,lane-with-poplars-near-nuenen-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,landscape
1157,the-moulin-de-la-galette-1886,Post_Impressionism,Vincent_van_Gogh,1886,Dutch,Post_Impressionism,cityscape
1158,village-street-1890,Post_Impressionism,Vincent_van_Gogh,1890,Dutch,Post_Impressionism,sketch_and_study
1159,sheet-with-sketches-of-diggers-and-other-figures-1890-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1160,head-of-a-young-man-with-a-pipe,Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
1161,enclosed-wheat-field-with-reaper-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1162,a-carpenter-with-apron-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,portrait
1163,milk-jug,Realism,Vincent_van_Gogh,,Dutch,Realism,still_life
1164,wheat-field-with-cypresses-at-the-haude-galline-near-eygalieres-1889-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1165,garden-of-the-asylum-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1166,boy-cutting-grass-with-a-sickle-1881(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
1167,idol-2,Realism,Vincent_van_Gogh,,Dutch,Realism,nude_painting
1168,carriage-and-two-figures-on-a-road(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1169,still-life-with-a-basket-of-apples-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,still_life
1170,venus-in-a-top-hat,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,sketch_and_study
1171,cart-with-red-and-white-ox-1884(1),Realism,Vincent_van_Gogh,,Dutch,Realism,
1172,country-lane-with-trees-1882(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
1173,fisherman-with-sou-wester-sitting-with-pipe-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1174,reaper-1885-2,Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1175,the-novel-reader-1888-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,genre_painting
1176,park-at-arles-1889,Post_Impressionism,Vincent_van_Gogh,1889,Dutch,Post_Impressionism,sketch_and_study
1177,avenue-of-poplars-at-sunset-1884-1(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
1178,orchard-and-house-with-orange-roof-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,sketch_and_study
1179,farmhouse-with-barn-and-trees-1883(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
1180,le-moulin-de-la-galette-1886-1,Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,cityscape
1181,the-rocks-with-oak-tree-1888,Post_Impressionism,Vincent_van_Gogh,1888,Dutch,Post_Impressionism,landscape
1182,sien-with-child-on-her-lap-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,sketch_and_study
1183,cottage-with-peasant-woman-digging-1885(1),Realism,Vincent_van_Gogh,,Dutch,Realism,landscape
1184,hands-1885-1(1),Realism,Vincent_van_Gogh,,Dutch,Realism,sketch_and_study
1185,harvest-in-provence-1888(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1186,a-group-of-pine-trees-1889(1),Post_Impressionism,Vincent_van_Gogh,,Dutch,Post_Impressionism,landscape
1187,orphan-man-with-long-overcoat-cleaning-boots-1882,Realism,Vincent_van_Gogh,1882,Dutch,Realism,genre_painting
1188,way-in-the-voyer-d-argenson-park-in-asnieres-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,landscape
1189,peasant-woman-with-shawl-over-her-head-seen-from-the-back-1885,Realism,Vincent_van_Gogh,1885,Dutch,Realism,sketch_and_study
1190,the-rispal-restaurant-at-asnieres-1887,Post_Impressionism,Vincent_van_Gogh,1887,Dutch,Post_Impressionism,cityscape
