,Movement,Artwork,Year,Artist_Name
2201,Impressionism,bather-with-arms-spread,1876,Paul_Cezanne
2203,Romanticism,uncle-dominique-as-a-lawyer,1866,Paul_Cezanne
2207,Post_Impressionism,orchard,1882,Paul_Cezanne
2208,Romanticism,rock-in-the-forest-of-fontainbleau,1868,Paul_Cezanne
2210,Romanticism,sorrow,1867,Paul_Cezanne
2212,Post_Impressionism,mount-sainte-victoire-seen-from-gardanne,1886,Paul_Cezanne
2213,Impressionism,the-seine-at-bercy,1878,Paul_Cezanne
2214,Post_Impressionism,boy-resting,1890,Paul_Cezanne
2216,Romanticism,the-manor-house-at-jas-de-bouffan,1870,Paul_Cezanne
2217,Romanticism,marion-and-valabregue-posing-for-a-picture,1866,Paul_Cezanne
2221,Post_Impressionism,curtains,1885,Paul_Cezanne
2222,Cubism,the-garden-terrace-at-les-lauves,1906,Paul_Cezanne
2226,Impressionism,the-trees-of-jas-de-bouffan,1876,Paul_Cezanne
2227,Post_Impressionism,still-life-with-red-onions,1898,Paul_Cezanne
2228,Post_Impressionism,view-of-gardanne,1886,Paul_Cezanne
2230,Impressionism,olympia,1875,Paul_Cezanne
2231,Post_Impressionism,still-life-with-plaster-cupid,1895,Paul_Cezanne
2232,Post_Impressionism,medan-chateau-and-village,1885,Paul_Cezanne
2233,Post_Impressionism,still-life-with-water-jug,1893,Paul_Cezanne
2234,Post_Impressionism,still-life-with-oranges,1900,Paul_Cezanne
2239,Post_Impressionism,still-life-with-apples-and-fruit-bowl,1882,Paul_Cezanne
2240,Post_Impressionism,self-portrait,1887,Paul_Cezanne
2241,Cubism,house-and-trees,1894,Paul_Cezanne
2244,Romanticism,promenade,1866,Paul_Cezanne
2245,Impressionism,the-etang-des-soeurs-at-osny,1875,Paul_Cezanne
2246,Post_Impressionism,chestnut-tree-and-farm,1885,Paul_Cezanne
2250,Impressionism,the-sea-at-l-estaque,1878,Paul_Cezanne
2251,Cubism,trees-by-the-water,1900,Paul_Cezanne
2254,Post_Impressionism,the-abandoned-house,1879,Paul_Cezanne
2255,Impressionism,village-behind-trees,1879,Paul_Cezanne
2256,Post_Impressionism,a-turn-in-the-road-at-la-roche-guyon,1885,Paul_Cezanne
2258,Romanticism,the-four-seasons-autumn,1861,Paul_Cezanne
2260,Post_Impressionism,henry-gasquet,1897,Paul_Cezanne
2261,Post_Impressionism,nude-female-with-attendants,1880,Paul_Cezanne
2264,Romanticism,portrait-of-a-man,1864,Paul_Cezanne
2267,Post_Impressionism,ile-de-france-landscape,1880,Paul_Cezanne
2271,Post_Impressionism,tulips-in-a-vase,1892,Paul_Cezanne
2273,Impressionism,young-girl-seated-in-a-meadow,1916,Pierre_Auguste_Renoir
2274,Impressionism,young-woman-with-crane,1886,Pierre_Auguste_Renoir
2275,Impressionism,houses-in-cagnes,1908,Pierre_Auguste_Renoir
2276,Impressionism,still-life-with-bouquet,1871,Pierre_Auguste_Renoir
2278,Impressionism,lydia-sieligmann,1917,Pierre_Auguste_Renoir
2279,Impressionism,eugene-murer,1877,Pierre_Auguste_Renoir
2281,Impressionism,woman-at-the-chest,1919,Pierre_Auguste_Renoir
2282,Impressionism,low-tide-at-yport,1883,Pierre_Auguste_Renoir
2284,Impressionism,frederic-bazille-painting-the-heron,1867,Pierre_Auguste_Renoir
2287,Impressionism,figures-in-a-landscape,1900,Pierre_Auguste_Renoir
2288,Impressionism,the-bather-after-the-bath,1888,Pierre_Auguste_Renoir
2289,Impressionism,the-farm,1914,Pierre_Auguste_Renoir
2290,Impressionism,madame-charles-fray,1901,Pierre_Auguste_Renoir
2291,Impressionism,genevieve-bernheim-de-villers,1910,Pierre_Auguste_Renoir
2292,Impressionism,young-woman-looking-at-a-print,1896,Pierre_Auguste_Renoir
2294,Impressionism,madeline-wearing-a-rose,1916,Pierre_Auguste_Renoir
2295,Impressionism,reclining-nude-the-baker-s-wife,1902,Pierre_Auguste_Renoir
2296,Impressionism,a-fence-in-the-forest,1878,Pierre_Auguste_Renoir
2297,Impressionism,jeanne-samary,1877,Pierre_Auguste_Renoir
2298,Impressionism,bouquet-of-flowers,1878,Pierre_Auguste_Renoir
2300,Impressionism,woman-with-a-fan,1906,Pierre_Auguste_Renoir
2301,Impressionism,woman-reading,1909,Pierre_Auguste_Renoir
2302,Impressionism,sitting-girl,1917,Pierre_Auguste_Renoir
2306,Impressionism,the-lesson,1906,Pierre_Auguste_Renoir
2307,Impressionism,sugar-bowl,1911,Pierre_Auguste_Renoir
2310,Impressionism,the-clearing,1895,Pierre_Auguste_Renoir
2311,Impressionism,the-reader-seated-young-woman,1887,Pierre_Auguste_Renoir
2312,Impressionism,jean-renoir-as-a-hunter,1910,Pierre_Auguste_Renoir
2313,Impressionism,anemones,1898,Pierre_Auguste_Renoir
2315,Impressionism,portrait-of-claude,1892,Pierre_Auguste_Renoir
2317,Impressionism,seascape-near-berneval,1879,Pierre_Auguste_Renoir
2325,Impressionism,young-blond-girl,1890,Pierre_Auguste_Renoir
2326,Impressionism,reclining-model,1906,Pierre_Auguste_Renoir
2328,Impressionism,nini-in-the-garden,1876,Pierre_Auguste_Renoir
2329,Impressionism,roses,1910,Pierre_Auguste_Renoir
2331,Impressionism,small-nude-in-blue,1879,Pierre_Auguste_Renoir
2333,Impressionism,seascape,1879,Pierre_Auguste_Renoir
2334,Impressionism,jacques-fray-as-a-baby,1904,Pierre_Auguste_Renoir
2335,Impressionism,bather-drying-her-feet,1907,Pierre_Auguste_Renoir
2336,Impressionism,bouquet-of-roses-in-a-vase,1900,Pierre_Auguste_Renoir
2337,Impressionism,jean-renoir,1901,Pierre_Auguste_Renoir
2338,Impressionism,seated-nude-with-a-bouquet,1915,Pierre_Auguste_Renoir
2339,Impressionism,roses-in-a-vase,1912,Pierre_Auguste_Renoir
2340,Impressionism,landscape-at-grasse,1911,Pierre_Auguste_Renoir
2341,Impressionism,madame-maurice-denis-nee-jeanne-boudot,1904,Pierre_Auguste_Renoir
2342,Impressionism,banks-of-a-river,1896,Pierre_Auguste_Renoir
2343,Impressionism,jeanne-samary,1878,Pierre_Auguste_Renoir
2346,Impressionism,clearing,1895,Pierre_Auguste_Renoir
2347,Impressionism,head-of-a-young-woman-yellow-hat,1894,Pierre_Auguste_Renoir
2348,Impressionism,standing-nude,1889,Pierre_Auguste_Renoir
2351,Impressionism,bathing,1915,Pierre_Auguste_Renoir
2352,Impressionism,chrysan-the-mums,1882,Pierre_Auguste_Renoir
2354,Impressionism,portrait-of-mme-alphonse-daudet,1876,Pierre_Auguste_Renoir
2355,Impressionism,terraces-at-cagnes,1905,Pierre_Auguste_Renoir
2356,Impressionism,still-life-with-peaches,1916,Pierre_Auguste_Renoir
2357,Impressionism,nude-reclining-on-the-grass,1890,Pierre_Auguste_Renoir
2358,Impressionism,gabrielle-in-a-red-blouse,1896,Pierre_Auguste_Renoir
2361,Impressionism,bathers,1894,Pierre_Auguste_Renoir
2364,Impressionism,peonies,1878,Pierre_Auguste_Renoir
2365,Impressionism,portrait-of-coco,1905,Pierre_Auguste_Renoir
2367,Impressionism,landscape-in-the-sun,1881,Pierre_Auguste_Renoir
2368,Impressionism,the-greenhouse,1876,Pierre_Auguste_Renoir
2369,Impressionism,seated-nude,1913,Pierre_Auguste_Renoir
2372,Impressionism,umbrellas,1886,Pierre_Auguste_Renoir
2375,Impressionism,mlle-irene-cahen-d-anvers,1880,Pierre_Auguste_Renoir
2376,Impressionism,landscape-with-mimosas,1912,Pierre_Auguste_Renoir
2377,Impressionism,portrait-of-a-boy-jean-pascalis,1916,Pierre_Auguste_Renoir
2378,Impressionism,seated-bather,1914,Pierre_Auguste_Renoir
2379,Impressionism,apples-and-flowers,1896,Pierre_Auguste_Renoir
2380,Impressionism,woman-wearing-a-rose-andree,1919,Pierre_Auguste_Renoir
2381,Impressionism,reclining-semi-nude-nude-male-half-length,1900,Pierre_Auguste_Renoir
2384,Impressionism,cros-de-cagnes,1905,Pierre_Auguste_Renoir
2385,Impressionism,woman-with-a-mandolin,1919,Pierre_Auguste_Renoir
2386,Impressionism,young-woman-in-a-flowered-hat,1892,Pierre_Auguste_Renoir
2388,Impressionism,two-women-in-a-rowboat,1886,Pierre_Auguste_Renoir
2389,Impressionism,helene-bellow,1908,Pierre_Auguste_Renoir
2390,Impressionism,self-portrait-with-a-white-hat,1910,Pierre_Auguste_Renoir
2394,Impressionism,noirmoutiers,1892,Pierre_Auguste_Renoir
2396,Impressionism,laundresses-at-cagnes,1912,Pierre_Auguste_Renoir
2397,Impressionism,woman-leaning-on-her-elbow,1918,Pierre_Auguste_Renoir
2399,Impressionism,young-women-talking-confidences,1878,Pierre_Auguste_Renoir
2400,Impressionism,girl-with-a-mandolin,1918,Pierre_Auguste_Renoir
2401,Impressionism,the-test-garden-in-algiers,1882,Pierre_Auguste_Renoir
2402,Impressionism,gabrielle-with-bare-breasts,1907,Pierre_Auguste_Renoir
2403,Impressionism,profile-of-a-woman-in-a-red-blouse,1897,Pierre_Auguste_Renoir
2404,Impressionism,railway-bridge-at-chatou,1881,Pierre_Auguste_Renoir
2405,Impressionism,young-roumanian,1914,Pierre_Auguste_Renoir
2406,Impressionism,portrait-of-a-woman,1877,Pierre_Auguste_Renoir
2407,Impressionism,children-on-the-seashore,1883,Pierre_Auguste_Renoir
2409,Impressionism,paul-charpentier,1887,Pierre_Auguste_Renoir
2410,Impressionism,the-braid-suzanne-valadon,1886,Pierre_Auguste_Renoir
2412,Impressionism,the-seine-at-argenteuil,1888,Pierre_Auguste_Renoir
2414,Impressionism,still-life-with-melon,1882,Pierre_Auguste_Renoir
2415,Impressionism,georges-riviere-and-margot,1876,Pierre_Auguste_Renoir
2416,Impressionism,landscape,1881,Pierre_Auguste_Renoir
2418,Impressionism,after-the-bath,1910,Pierre_Auguste_Renoir
2419,Impressionism,romaine-lascaux,1864,Pierre_Auguste_Renoir
2420,Impressionism,misia,1904,Pierre_Auguste_Renoir
2421,Impressionism,nude,1880,Pierre_Auguste_Renoir
2422,Impressionism,andree-in-yellow-turban-and-blue-skirt,1917,Pierre_Auguste_Renoir
2423,Impressionism,alfred-berard-and-his-dog,1881,Pierre_Auguste_Renoir
2427,Impressionism,berthe-morisot-and-her-daughter-julie-manet,1894,Pierre_Auguste_Renoir
2430,Impressionism,field-of-banana-trees,1881,Pierre_Auguste_Renoir
2435,Impressionism,young-woman-with-a-dog,1876,Pierre_Auguste_Renoir
2436,Impressionism,young-blond-woman,1886,Pierre_Auguste_Renoir
2437,Impressionism,portrait-of-lucie-berard,1879,Pierre_Auguste_Renoir
2438,Impressionism,landscape-with-white-house,1916,Pierre_Auguste_Renoir
2440,Impressionism,the-fisherman,1874,Pierre_Auguste_Renoir
2441,Impressionism,woman-with-a-necklace,1910,Pierre_Auguste_Renoir
2442,Impressionism,orchard-at-louveciennes-the-english-pear-tree,1875,Pierre_Auguste_Renoir
2443,Impressionism,on-the-banks-of-the-seine-at-agenteuil,1880,Pierre_Auguste_Renoir
2444,Impressionism,monsieur-fornaise,1875,Pierre_Auguste_Renoir
2445,Impressionism,joseph-durand-ruel,1882,Pierre_Auguste_Renoir
2446,Impressionism,claude-renoir-playing-with-dominos,1905,Pierre_Auguste_Renoir
2449,Impressionism,child-in-a-white-dress-lucie-berard,1883,Pierre_Auguste_Renoir
2450,Impressionism,girl-and-cat,1882,Pierre_Auguste_Renoir
2451,Impressionism,bust-of-a-woman-wearing-a-hat,1881,Pierre_Auguste_Renoir
2453,Impressionism,view-of-the-normandy-coast-near-wargemont,1880,Pierre_Auguste_Renoir
2455,Impressionism,bathers-on-the-banks-of-the-thone-in-avignon,1910,Pierre_Auguste_Renoir
2456,Impressionism,bouquet-of-roses-in-a-blue-vase,1892,Pierre_Auguste_Renoir
2458,Impressionism,woman-in-blue,1919,Pierre_Auguste_Renoir
2459,Impressionism,young-girl-reading,1904,Pierre_Auguste_Renoir
2460,Impressionism,reclining-nude,1860,Pierre_Auguste_Renoir
2461,Impressionism,young-woman-in-a-straw-hat,1901,Pierre_Auguste_Renoir
2463,Impressionism,maurice-gangnat,1916,Pierre_Auguste_Renoir
2467,Impressionism,young-girl-in-a-red-hat,1899,Pierre_Auguste_Renoir
2468,Impressionism,on-the-terrace,1881,Pierre_Auguste_Renoir
2471,Impressionism,a-bouquet-of-roses,1879,Pierre_Auguste_Renoir
2472,Impressionism,three-young-girls-sitting-in-the-grass,1897,Pierre_Auguste_Renoir
2473,Impressionism,arum-and-conservatory-plants,1864,Pierre_Auguste_Renoir
2474,Impressionism,banks-of-the-river,1876,Pierre_Auguste_Renoir
2476,Impressionism,cliffs,1883,Pierre_Auguste_Renoir
2479,Impressionism,fields-of-wheat,1885,Pierre_Auguste_Renoir
2481,Impressionism,the-hatpin,1898,Pierre_Auguste_Renoir
2483,Impressionism,the-varangeville-church-and-the-cliffs,1880,Pierre_Auguste_Renoir
2484,Impressionism,seated-nude-at-east,1885,Pierre_Auguste_Renoir
2485,Impressionism,cagnes-landscape-with-woman-and-child,1910,Pierre_Auguste_Renoir
2487,Impressionism,gondola,1881,Pierre_Auguste_Renoir
2488,Impressionism,the-beach-at-pornic,1892,Pierre_Auguste_Renoir
2490,Impressionism,paul-durand-ruel,1910,Pierre_Auguste_Renoir
2492,Impressionism,young-girl-in-a-flowered-hat,1905,Pierre_Auguste_Renoir
2495,Impressionism,young-woman-seated-in-an-oriental-costume,1905,Pierre_Auguste_Renoir
2496,Impressionism,cagnes-landscape,1911,Pierre_Auguste_Renoir
2498,Impressionism,faisans-canapetiere-et-grives,1902,Pierre_Auguste_Renoir
2499,Impressionism,dancer-with-tambourne-gabrielle-renard,1909,Pierre_Auguste_Renoir
2501,Impressionism,yvonne-and-jean,1899,Pierre_Auguste_Renoir
2502,Impressionism,woman-at-the-window-with-a-view-of-nice,1918,Pierre_Auguste_Renoir
2504,Impressionism,the-bathrobe,1889,Pierre_Auguste_Renoir
2506,Impressionism,rue-caulaincourt,1905,Pierre_Auguste_Renoir
2507,Impressionism,gabrielle-at-her-window,1907,Pierre_Auguste_Renoir
2509,Impressionism,coco-holding-a-orange,1904,Pierre_Auguste_Renoir
2510,Realism,the-fairies-pond,1866,Pierre_Auguste_Renoir
2512,Impressionism,a-box-in-the-theater-des-varietes,1898,Pierre_Auguste_Renoir
2513,Impressionism,portrait-of-jean-renoir,1895,Pierre_Auguste_Renoir
2515,Realism,pierre-henri-renoir,1870,Pierre_Auguste_Renoir
2519,Impressionism,landscape,1917,Pierre_Auguste_Renoir
2520,Impressionism,landscape-at-beaulieu,1899,Pierre_Auguste_Renoir
2522,Impressionism,madame-h-riot,1882,Pierre_Auguste_Renoir
2526,Impressionism,coco-in-a-red-ribbon,1905,Pierre_Auguste_Renoir
2527,Impressionism,wilhelm-muhlfeld,1910,Pierre_Auguste_Renoir
2531,Impressionism,nude-bather-seated-by-the-sea,1882,Pierre_Auguste_Renoir
2532,Impressionism,nude-in-a-straw-hat,1892,Pierre_Auguste_Renoir
2533,Impressionism,the-clown-claude-ranoir-in-clown-costume,1909,Pierre_Auguste_Renoir
2534,Impressionism,the-edge-of-the-forest-in-brittany,1893,Pierre_Auguste_Renoir
2535,Impressionism,jeanne-samary-in-a-low-necked-dress,1877,Pierre_Auguste_Renoir
2536,Impressionism,two-women-in-a-garden,1895,Pierre_Auguste_Renoir
2538,Impressionism,essoyes-landscape-washerwoman-and-bathers,1900,Pierre_Auguste_Renoir
2540,Impressionism,algerian-woman,1881,Pierre_Auguste_Renoir
2541,Impressionism,the-conversation,1895,Pierre_Auguste_Renoir
2542,Impressionism,the-daughters-of-catulle-mendes,1888,Pierre_Auguste_Renoir
2543,Impressionism,young-girl-reading,1886,Pierre_Auguste_Renoir
2545,Impressionism,portrait-of-a-young-girl-elizabeth-maitre,1879,Pierre_Auguste_Renoir
2547,Impressionism,breton-landscape,1893,Pierre_Auguste_Renoir
2548,Impressionism,portrait-of-claude-monet,1875,Pierre_Auguste_Renoir
2551,Impressionism,madame-henriot,1874,Pierre_Auguste_Renoir
2553,Impressionism,young-woman-in-a-boat-lise-trehot,1870,Pierre_Auguste_Renoir
2554,Impressionism,view-of-venice-fog,1881,Pierre_Auguste_Renoir
2557,Impressionism,portrait-of-eugene-pierre-lestringuez,1878,Pierre_Auguste_Renoir
2562,Impressionism,pears-and-apples,1890,Pierre_Auguste_Renoir
2564,Impressionism,two-sisters,1895,Pierre_Auguste_Renoir
2566,Impressionism,flowers,1902,Pierre_Auguste_Renoir
2567,Impressionism,child-with-a-whip,1885,Pierre_Auguste_Renoir
2568,Impressionism,young-girl-wearing-a-red-hat,1913,Pierre_Auguste_Renoir
2570,Impressionism,laundry-boat-by-the-banks-of-the-seine-near-paris,1873,Pierre_Auguste_Renoir
2571,Impressionism,chestnut-tree-blooming,1881,Pierre_Auguste_Renoir
2572,Impressionism,blonde-bather,1881,Pierre_Auguste_Renoir
2573,Impressionism,portrait-of-victor-chocquet,1875,Pierre_Auguste_Renoir
2574,Impressionism,still-life-with-fruit,1881,Pierre_Auguste_Renoir
2575,Impressionism,the-harvesters,1873,Pierre_Auguste_Renoir
2576,Impressionism,bust-of-a-young-girl-wearing-a-straw-hat,1917,Pierre_Auguste_Renoir
2577,Impressionism,by-the-fireside,1875,Pierre_Auguste_Renoir
2578,Impressionism,landscape-near-essoyes,1892,Pierre_Auguste_Renoir
2581,Impressionism,sugar-bowl,1909,Pierre_Auguste_Renoir
2583,Impressionism,woman-with-a-blue-blouse,1883,Pierre_Auguste_Renoir
2584,Impressionism,bouquet-of-flowers,1915,Pierre_Auguste_Renoir
2586,Impressionism,portrait-of-pierre-renoir-in-a-sailor-suit,1890,Pierre_Auguste_Renoir
2588,Impressionism,nude-in-an-armchair,1890,Pierre_Auguste_Renoir
2591,Impressionism,entering-the-village-of-essoyes,1901,Pierre_Auguste_Renoir
2592,Impressionism,girl-with-auburn-hair,1882,Pierre_Auguste_Renoir
2595,Impressionism,stephane-mallarme,1892,Pierre_Auguste_Renoir
2596,Impressionism,seascape,1883,Pierre_Auguste_Renoir
2597,Impressionism,landscape-with-river,1917,Pierre_Auguste_Renoir
2598,Impressionism,portrait-of-margot-portrait-of-a-model,1877,Pierre_Auguste_Renoir
2599,Impressionism,anemones,1916,Pierre_Auguste_Renoir
2600,Impressionism,rapha-maitre,1871,Pierre_Auguste_Renoir
2601,Impressionism,garden-in-the-rue-cortot,1876,Pierre_Auguste_Renoir
2605,Impressionism,the-writing-lesson,1895,Pierre_Auguste_Renoir
2606,Impressionism,apples-and-manderines,1901,Pierre_Auguste_Renoir
2611,Impressionism,a-young-woman,1875,Pierre_Auguste_Renoir
2613,Impressionism,the-judgment-of-paris,1908,Pierre_Auguste_Renoir
2614,Impressionism,landscape-near-varengeville,1885,Pierre_Auguste_Renoir
2615,Impressionism,woman-with-a-corset,1914,Pierre_Auguste_Renoir
2616,Impressionism,still-life-with-cantalope-and-peaches,1905,Pierre_Auguste_Renoir
2617,Impressionism,woman-in-white-in-the-garden-at-colettes,1915,Pierre_Auguste_Renoir
2618,Impressionism,the-estaque,1882,Pierre_Auguste_Renoir
2622,Impressionism,spring-at-catou,1873,Pierre_Auguste_Renoir
2623,Impressionism,large-bather-with-crossed-legs,1904,Pierre_Auguste_Renoir
2625,Impressionism,portrait-of-georges-riviere,1877,Pierre_Auguste_Renoir
2626,Impressionism,venetian-gondola,1881,Pierre_Auguste_Renoir
2627,Impressionism,boating-couple-aline-charigot-and-renoir,1881,Pierre_Auguste_Renoir
2633,Impressionism,mosque-in-algiers,1882,Pierre_Auguste_Renoir
2635,Impressionism,nude-woman-on-gree-cushions,1909,Pierre_Auguste_Renoir
2638,Impressionism,woman-reading,1906,Pierre_Auguste_Renoir
2640,Impressionism,woman-combing-her-hair,1887,Pierre_Auguste_Renoir
2641,Impressionism,sailboats,1885,Pierre_Auguste_Renoir
2642,Impressionism,bouquet-of-chrysanthemums,1881,Pierre_Auguste_Renoir
2644,Impressionism,woman-with-bag,1906,Pierre_Auguste_Renoir
2645,Impressionism,girls-putting-flowers-on-their-hats,1894,Pierre_Auguste_Renoir
2646,Impressionism,lady-in-a-black-dress,1876,Pierre_Auguste_Renoir
2647,Impressionism,vera-sertine-renoir,1914,Pierre_Auguste_Renoir
2648,Impressionism,colonel-barton-howard-jenks,1865,Pierre_Auguste_Renoir
2650,Impressionism,the-doges-palace,1881,Pierre_Auguste_Renoir
2651,Impressionism,two-bathers,1896,Pierre_Auguste_Renoir
2653,Impressionism,roses,1890,Pierre_Auguste_Renoir
2655,Impressionism,sweeper,1889,Pierre_Auguste_Renoir
2657,Impressionism,path-through-the-woods,1874,Pierre_Auguste_Renoir
2659,Impressionism,seated-bather,1913,Pierre_Auguste_Renoir
2660,Impressionism,madeleine-leaning-on-her-elbow-with-flowers-in-her-hair,1918,Pierre_Auguste_Renoir
2663,Impressionism,madame-louis-valtat-nee-suzanne-noel,1903,Pierre_Auguste_Renoir
2664,Impressionism,mother-goose,1898,Pierre_Auguste_Renoir
2665,Impressionism,boating-at-argenteuil,1873,Pierre_Auguste_Renoir
2667,Impressionism,canoeing-young-girl-in-a-boat,1877,Pierre_Auguste_Renoir
2668,Impressionism,hills-around-moulin-huet-bay,1883,Pierre_Auguste_Renoir
2670,Impressionism,portrait-of-madeleine-adam,1887,Pierre_Auguste_Renoir
2671,Impressionism,lemons,1912,Pierre_Auguste_Renoir
2673,Impressionism,woman-with-a-rose,1876,Pierre_Auguste_Renoir
2674,Impressionism,dead-pheasant-in-the-snow,1879,Pierre_Auguste_Renoir
2675,Realism,the-painter-jules-le-coeur-walking-his-dogs-in-the-forest-of-fontainebleau,1866,Pierre_Auguste_Renoir
2677,Impressionism,landscape-near-manton,1883,Pierre_Auguste_Renoir
2679,Impressionism,portrait-of-an-anonymous-sitter,1875,Pierre_Auguste_Renoir
2681,Impressionism,country-dance-study,1883,Pierre_Auguste_Renoir
2682,Impressionism,landscape-by-the-sea,1915,Pierre_Auguste_Renoir
2685,Impressionism,portrait-of-a-woman,1911,Pierre_Auguste_Renoir
2689,Impressionism,claude-and-renee-claude,1903,Pierre_Auguste_Renoir
2690,Impressionism,dance-in-the-city,1883,Pierre_Auguste_Renoir
2691,Impressionism,head-of-gabrielle,1895,Pierre_Auguste_Renoir
2692,Impressionism,nude-boys-on-the-rocks-at-guernsey,1883,Pierre_Auguste_Renoir
2693,Impressionism,peasant-woman-standing-in-a-landscape,1884,Pierre_Auguste_Renoir
2695,Impressionism,a-seating-bather,1906,Pierre_Auguste_Renoir
2696,Impressionism,albert-cahen-d-anvers,1881,Pierre_Auguste_Renoir
2698,Impressionism,rocks-with-shrimp-fishermen,1892,Pierre_Auguste_Renoir
2699,Impressionism,young-woman-with-a-veil,1877,Pierre_Auguste_Renoir
2702,Impressionism,young-woman-wearing-a-hat,1894,Pierre_Auguste_Renoir
2703,Impressionism,the-duck-pond,1873,Pierre_Auguste_Renoir
2705,Impressionism,still-life-with-cup-and-sugar-bowl,1904,Pierre_Auguste_Renoir
2709,Impressionism,portrait-of-a-girl,1880,Pierre_Auguste_Renoir
2712,Impressionism,woman-with-a-parasol,1872,Pierre_Auguste_Renoir
2713,Impressionism,reclining-nude-gabrielle,1903,Pierre_Auguste_Renoir
2715,Impressionism,woman-under-a-tree,1883,Pierre_Auguste_Renoir
2716,Impressionism,portrait-of-a-young-woman,1876,Pierre_Auguste_Renoir
2718,Impressionism,flowers-and-fruit,1889,Pierre_Auguste_Renoir
2720,Impressionism,mussel-fisherman,1879,Pierre_Auguste_Renoir
2723,Impressionism,claude-monet-reading,1872,Pierre_Auguste_Renoir
2725,Impressionism,coco-and-two-servants,1910,Pierre_Auguste_Renoir
2726,Impressionism,woman-in-a-red-blouse,1914,Pierre_Auguste_Renoir
2728,Impressionism,gabrielle-and-jean,1895,Pierre_Auguste_Renoir
2729,Impressionism,two-women-s-heads-the-loge,1903,Pierre_Auguste_Renoir
2730,Impressionism,claude-renoir-at-play-sun,1905,Pierre_Auguste_Renoir
2731,Impressionism,the-coiffure,1888,Pierre_Auguste_Renoir
2732,Impressionism,cagnes-landscape,1910,Pierre_Auguste_Renoir
2733,Impressionism,the-dancer,1874,Pierre_Auguste_Renoir
2734,Impressionism,young-woman-braiding-her-hair,1876,Pierre_Auguste_Renoir
2736,Impressionism,woman-with-a-yellow-turban,1917,Pierre_Auguste_Renoir
2738,Impressionism,the-spanish-guitarist,1897,Pierre_Auguste_Renoir
2739,Impressionism,christine-lerolle,1897,Pierre_Auguste_Renoir
2741,Impressionism,two-sisters,1889,Pierre_Auguste_Renoir
2742,Impressionism,the-daughters-of-paul-durand-ruel-marie-theresa-and-jeanne,1882,Pierre_Auguste_Renoir
2743,Impressionism,looking-out-at-the-sacre-coeur,1896,Pierre_Auguste_Renoir
2744,Impressionism,algiers-landscape,1895,Pierre_Auguste_Renoir
2746,Impressionism,mademoiselle-demarsy-woman-leaning-on-her-elbow,1882,Pierre_Auguste_Renoir
2747,Impressionism,algerian-landscape-the-ravine-of-the-wild-women,1881,Pierre_Auguste_Renoir
2748,Impressionism,landscape-sketch,1917,Pierre_Auguste_Renoir
2750,Impressionism,christine-lerolle-embroidering,1897,Pierre_Auguste_Renoir
2752,Impressionism,portrait-of-a-woman-mme-georges-hartmann,1874,Pierre_Auguste_Renoir
2755,Impressionism,the-rose-garden-at-wargemont,1879,Pierre_Auguste_Renoir
2756,Impressionism,a-walk-in-the-woods-madame-lecoeur-and-her-children,1870,Pierre_Auguste_Renoir
2757,Realism,skaters-in-the-bois-de-boulogne,1868,Pierre_Auguste_Renoir
2760,Impressionism,girl-reading,1890,Pierre_Auguste_Renoir
2762,Impressionism,madame-victor-chocquet,1875,Pierre_Auguste_Renoir
2764,Impressionism,head-of-a-young-woman,1893,Pierre_Auguste_Renoir
2766,Impressionism,madame-claude-monet,1872,Pierre_Auguste_Renoir
2767,Impressionism,portraits-of-two-children,1895,Pierre_Auguste_Renoir
2768,Impressionism,girl-streched-out-on-the-grass,1890,Pierre_Auguste_Renoir
2769,Impressionism,oarsmen-at-chatou,1879,Pierre_Auguste_Renoir
2770,Impressionism,roses-and-study-of-gabrielle,1915,Pierre_Auguste_Renoir
2774,Impressionism,at-the-luxembourg-gardens,1883,Pierre_Auguste_Renoir
2775,Impressionism,village-by-the-sea,1889,Pierre_Auguste_Renoir
2776,Impressionism,reclining-nude,1883,Pierre_Auguste_Renoir
2777,Impressionism,onions,1881,Pierre_Auguste_Renoir
2780,Impressionism,bulrushes-on-the-banks-of-the-seine,1874,Pierre_Auguste_Renoir
2781,Impressionism,madame-paul-gallimard-nee-lucie-duche,1892,Pierre_Auguste_Renoir
2785,Impressionism,the-artist-s-son-jean,1900,Pierre_Auguste_Renoir
2786,Impressionism,pine-wood-on-the-cote-d-azur,1885,Pierre_Auguste_Renoir
2787,Impressionism,still-life-almonds-and-walnuts,1905,Pierre_Auguste_Renoir
2788,Impressionism,portrait-of-edmond-renoir-jr,1888,Pierre_Auguste_Renoir
2789,Impressionism,dancer-with-castanettes,1909,Pierre_Auguste_Renoir
2791,Impressionism,landscape-with-cabin,1916,Pierre_Auguste_Renoir
2792,Impressionism,spring-bouquet,1866,Pierre_Auguste_Renoir
2797,Impressionism,the-thinker,1877,Pierre_Auguste_Renoir
2798,Impressionism,the-great-bathers-the-nymphs,1919,Pierre_Auguste_Renoir
2799,Impressionism,children-by-the-sea-in-guernsey,1883,Pierre_Auguste_Renoir
2800,Impressionism,picking-flowers,1875,Pierre_Auguste_Renoir
2803,Impressionism,portrait-of-the-countess-pourtales,1877,Pierre_Auguste_Renoir
2804,Impressionism,mixed-flowers-in-an-earthware-pot,1869,Pierre_Auguste_Renoir
2805,Impressionism,alfred-sisley,1876,Pierre_Auguste_Renoir
